country,code,year,prim_nrg_share_renewables
Austria,AUT,1965,23.94
Austria,AUT,1966,24.66
Austria,AUT,1967,24.931
Austria,AUT,1968,23.942
Austria,AUT,1969,21.212
Austria,AUT,1970,23.624
Austria,AUT,1971,18.684
Austria,AUT,1972,18.56
Austria,AUT,1973,19.189
Austria,AUT,1974,22.621
Austria,AUT,1975,23.879
Austria,AUT,1976,19.89
Austria,AUT,1977,24.109
Austria,AUT,1978,23.115
Austria,AUT,1979,24.606
Austria,AUT,1980,25.617
Austria,AUT,1981,28.003
Austria,AUT,1982,29.015
Austria,AUT,1983,28.818
Austria,AUT,1984,25.484
Austria,AUT,1985,27.82
Austria,AUT,1986,28.812
Austria,AUT,1987,30.802
Austria,AUT,1988,31.323
Austria,AUT,1989,31.002
Austria,AUT,1990,27.545
Austria,AUT,1991,26.257
Austria,AUT,1992,29.605
Austria,AUT,1993,30.632
Austria,AUT,1994,29.87
Austria,AUT,1995,30.057
Austria,AUT,1996,27.57
Austria,AUT,1997,28.553
Austria,AUT,1998,29.015
Austria,AUT,1999,30.802
Austria,AUT,2000,31.496
Austria,AUT,2001,29.389
Austria,AUT,2002,28.903
Austria,AUT,2003,23.867
Austria,AUT,2004,26.262
Austria,AUT,2005,26.547
Austria,AUT,2006,27.137
Austria,AUT,2007,29.405
Austria,AUT,2008,29.831
Austria,AUT,2009,32.67
Austria,AUT,2010,29.984
Austria,AUT,2011,29.073
Austria,AUT,2012,34.142
Austria,AUT,2013,33.477
Austria,AUT,2014,34.771
Austria,AUT,2015,33.107
Austria,AUT,2016,33.768
Austria,AUT,2017,32.71
Austria,AUT,2018,32.566
Austria,AUT,2019,33.702
Canada,CAN,1965,23.981
Canada,CAN,1966,25.004
Canada,CAN,1967,24.438
Canada,CAN,1968,23.338
Canada,CAN,1969,24.352
Canada,CAN,1970,23.871
Canada,CAN,1971,23.779
Canada,CAN,1972,24.717
Canada,CAN,1973,24.773
Canada,CAN,1974,26.01
Canada,CAN,1975,25.448
Canada,CAN,1976,25.284
Canada,CAN,1977,24.755
Canada,CAN,1978,26.108
Canada,CAN,1979,26.318
Canada,CAN,1980,26.523
Canada,CAN,1981,28.474
Canada,CAN,1982,28.593
Canada,CAN,1983,29.687
Canada,CAN,1984,30.0
Canada,CAN,1985,30.775
Canada,CAN,1986,31.419
Canada,CAN,1987,30.959
Canada,CAN,1988,28.942
Canada,CAN,1989,27.177
Canada,CAN,1990,28.217
Canada,CAN,1991,29.252
Canada,CAN,1992,29.314
Canada,CAN,1993,29.338
Canada,CAN,1994,28.856
Canada,CAN,1995,28.898
Canada,CAN,1996,29.843
Canada,CAN,1997,29.184
Canada,CAN,1998,28.184
Canada,CAN,1999,28.454
Canada,CAN,2000,28.572
Canada,CAN,2001,27.152
Canada,CAN,2002,27.567
Canada,CAN,2003,26.248
Canada,CAN,2004,25.99
Canada,CAN,2005,27.285
Canada,CAN,2006,26.991
Canada,CAN,2007,27.025
Canada,CAN,2008,27.706
Canada,CAN,2009,28.774
Canada,CAN,2010,27.021
Canada,CAN,2011,27.608
Canada,CAN,2012,28.251
Canada,CAN,2013,28.109
Canada,CAN,2014,27.136
Canada,CAN,2015,28.001
Canada,CAN,2016,28.541
Canada,CAN,2017,28.657
Canada,CAN,2018,27.569
Canada,CAN,2019,27.638
Denmark,DNK,1965,0.042
Denmark,DNK,1966,0.038
Denmark,DNK,1967,0.037
Denmark,DNK,1968,0.029
Denmark,DNK,1969,0.027
Denmark,DNK,1970,0.027
Denmark,DNK,1971,0.029
Denmark,DNK,1972,0.028
Denmark,DNK,1973,0.028
Denmark,DNK,1974,0.031
Denmark,DNK,1975,0.028
Denmark,DNK,1976,0.023
Denmark,DNK,1977,0.031
Denmark,DNK,1978,0.035
Denmark,DNK,1979,0.041
Denmark,DNK,1980,0.053
Denmark,DNK,1981,0.061
Denmark,DNK,1982,0.068
Denmark,DNK,1983,0.137
Denmark,DNK,1984,0.139
Denmark,DNK,1985,0.149
Denmark,DNK,1986,0.256
Denmark,DNK,1987,0.342
Denmark,DNK,1988,0.529
Denmark,DNK,1989,0.82
Denmark,DNK,1990,1.168
Denmark,DNK,1991,1.338
Denmark,DNK,1992,1.868
Denmark,DNK,1993,2.154
Denmark,DNK,1994,1.955
Denmark,DNK,1995,2.119
Denmark,DNK,1996,1.996
Denmark,DNK,1997,3.103
Denmark,DNK,1998,4.315
Denmark,DNK,1999,4.966
Denmark,DNK,2000,6.581
Denmark,DNK,2001,6.843
Denmark,DNK,2002,7.92
Denmark,DNK,2003,8.694
Denmark,DNK,2004,10.781
Denmark,DNK,2005,11.447
Denmark,DNK,2006,9.678
Denmark,DNK,2007,11.368
Denmark,DNK,2008,11.504
Denmark,DNK,2009,12.123
Denmark,DNK,2010,14.173
Denmark,DNK,2011,17.035
Denmark,DNK,2012,19.16
Denmark,DNK,2013,19.62
Denmark,DNK,2014,22.746
Denmark,DNK,2015,24.696
Denmark,DNK,2016,23.695
Denmark,DNK,2017,27.821
Denmark,DNK,2018,26.718
Denmark,DNK,2019,30.163
Finland,FIN,1965,22.846
Finland,FIN,1966,22.266
Finland,FIN,1967,23.723
Finland,FIN,1968,19.666
Finland,FIN,1969,14.871
Finland,FIN,1970,14.698
Finland,FIN,1971,16.066
Finland,FIN,1972,14.797
Finland,FIN,1973,13.676
Finland,FIN,1974,17.157
Finland,FIN,1975,16.222
Finland,FIN,1976,11.846
Finland,FIN,1977,14.424
Finland,FIN,1978,11.157
Finland,FIN,1979,11.46
Finland,FIN,1980,10.815
Finland,FIN,1981,14.372
Finland,FIN,1982,13.954
Finland,FIN,1983,14.629
Finland,FIN,1984,13.688
Finland,FIN,1985,12.132
Finland,FIN,1986,12.047
Finland,FIN,1987,12.746
Finland,FIN,1988,12.424
Finland,FIN,1989,12.059
Finland,FIN,1990,13.914
Finland,FIN,1991,15.494
Finland,FIN,1992,17.179
Finland,FIN,1993,16.449
Finland,FIN,1994,14.681
Finland,FIN,1995,16.499
Finland,FIN,1996,14.281
Finland,FIN,1997,15.816
Finland,FIN,1998,18.722
Finland,FIN,1999,16.559
Finland,FIN,2000,18.144
Finland,FIN,2001,16.243
Finland,FIN,2002,14.71
Finland,FIN,2003,13.09
Finland,FIN,2004,17.682
Finland,FIN,2005,17.579
Finland,FIN,2006,15.702
Finland,FIN,2007,16.985
Finland,FIN,2008,20.252
Finland,FIN,2009,17.222
Finland,FIN,2010,17.453
Finland,FIN,2011,18.786
Finland,FIN,2012,22.666
Finland,FIN,2013,20.228
Finland,FIN,2014,22.241
Finland,FIN,2015,25.632
Finland,FIN,2016,23.812
Finland,FIN,2017,25.597
Finland,FIN,2018,25.598
Finland,FIN,2019,26.148
France,FRA,1965,10.008
France,FRA,1966,10.971
France,FRA,1967,9.003
France,FRA,1968,9.528
France,FRA,1969,9.092
France,FRA,1970,8.998
France,FRA,1971,7.485
France,FRA,1972,7.014
France,FRA,1973,6.316
France,FRA,1974,7.555
France,FRA,1975,8.542
France,FRA,1976,6.499
France,FRA,1977,10.01
France,FRA,1978,8.599
France,FRA,1979,8.128
France,FRA,1980,8.61
France,FRA,1981,9.037
France,FRA,1982,9.184
France,FRA,1983,8.83
France,FRA,1984,8.104
France,FRA,1985,7.473
France,FRA,1986,7.36
France,FRA,1987,8.144
France,FRA,1988,8.709
France,FRA,1989,5.301
France,FRA,1990,5.894
France,FRA,1991,5.935
France,FRA,1992,7.017
France,FRA,1993,6.612
France,FRA,1994,8.136
France,FRA,1995,7.43
France,FRA,1996,6.534
France,FRA,1997,6.459
France,FRA,1998,6.138
France,FRA,1999,7.014
France,FRA,2000,6.401
France,FRA,2001,7.028
France,FRA,2002,5.852
France,FRA,2003,5.644
France,FRA,2004,5.651
France,FRA,2005,5.077
France,FRA,2006,5.655
France,FRA,2007,6.304
France,FRA,2008,7.27
France,FRA,2009,7.34
France,FRA,2010,7.824
France,FRA,2011,6.826
France,FRA,2012,8.576
France,FRA,2013,9.718
France,FRA,2014,9.715
France,FRA,2015,9.403
France,FRA,2016,10.243
France,FRA,2017,9.657
France,FRA,2018,11.256
France,FRA,2019,11.733
Germany,DEU,1965,1.518
Germany,DEU,1966,1.638
Germany,DEU,1967,1.559
Germany,DEU,1968,1.482
Germany,DEU,1969,1.115
Germany,DEU,1970,1.421
Germany,DEU,1971,1.103
Germany,DEU,1972,1.049
Germany,DEU,1973,1.135
Germany,DEU,1974,1.328
Germany,DEU,1975,1.344
Germany,DEU,1976,1.047
Germany,DEU,1977,1.307
Germany,DEU,1978,1.319
Germany,DEU,1979,1.259
Germany,DEU,1980,1.381
Germany,DEU,1981,1.472
Germany,DEU,1982,1.513
Germany,DEU,1983,1.403
Germany,DEU,1984,1.345
Germany,DEU,1985,1.237
Germany,DEU,1986,1.32
Germany,DEU,1987,1.415
Germany,DEU,1988,1.406
Germany,DEU,1989,1.309
Germany,DEU,1990,1.252
Germany,DEU,1991,1.187
Germany,DEU,1992,1.424
Germany,DEU,1993,1.481
Germany,DEU,1994,1.628
Germany,DEU,1995,1.768
Germany,DEU,1996,1.573
Germany,DEU,1997,1.688
Germany,DEU,1998,1.883
Germany,DEU,1999,2.132
Germany,DEU,2000,2.802
Germany,DEU,2001,2.753
Germany,DEU,2002,3.279
Germany,DEU,2003,3.318
Germany,DEU,2004,4.121
Germany,DEU,2005,4.782
Germany,DEU,2006,5.544
Germany,DEU,2007,7.022
Germany,DEU,2008,7.137
Germany,DEU,2009,7.705
Germany,DEU,2010,8.044
Germany,DEU,2011,9.675
Germany,DEU,2012,10.901
Germany,DEU,2013,11.048
Germany,DEU,2014,12.221
Germany,DEU,2015,13.671
Germany,DEU,2016,13.436
Germany,DEU,2017,14.958
Germany,DEU,2018,15.853
Germany,DEU,2019,17.485
Italy,ITA,1965,13.674
Italy,ITA,1966,13.078
Italy,ITA,1967,11.744
Italy,ITA,1968,10.976
Italy,ITA,1969,9.9
Italy,ITA,1970,8.888
Italy,ITA,1971,8.19
Italy,ITA,1972,8.145
Italy,ITA,1973,7.145
Italy,ITA,1974,7.265
Italy,ITA,1975,7.948
Italy,ITA,1976,7.189
Italy,ITA,1977,9.158
Italy,ITA,1978,8.026
Italy,ITA,1979,7.855
Italy,ITA,1980,7.97
Italy,ITA,1981,7.692
Italy,ITA,1982,7.592
Italy,ITA,1983,7.731
Italy,ITA,1984,7.788
Italy,ITA,1985,7.552
Italy,ITA,1986,7.4
Italy,ITA,1987,6.956
Italy,ITA,1988,6.988
Italy,ITA,1989,5.692
Italy,ITA,1990,5.309
Italy,ITA,1991,6.773
Italy,ITA,1992,6.812
Italy,ITA,1993,6.84
Italy,ITA,1994,7.31
Italy,ITA,1995,6.034
Italy,ITA,1996,6.718
Italy,ITA,1997,6.623
Italy,ITA,1998,6.489
Italy,ITA,1999,6.946
Italy,ITA,2000,6.791
Italy,ITA,2001,7.169
Italy,ITA,2002,6.384
Italy,ITA,2003,5.957
Italy,ITA,2004,6.809
Italy,ITA,2005,6.053
Italy,ITA,2006,6.325
Italy,ITA,2007,6.033
Italy,ITA,2008,7.679
Italy,ITA,2009,9.909
Italy,ITA,2010,10.704
Italy,ITA,2011,11.673
Italy,ITA,2012,13.268
Italy,ITA,2013,16.461
Italy,ITA,2014,18.47
Italy,ITA,2015,16.244
Italy,ITA,2016,15.814
Italy,ITA,2017,15.012
Italy,ITA,2018,16.326
Italy,ITA,2019,16.29
Japan,JPN,1965,11.675
Japan,JPN,1966,11.023
Japan,JPN,1967,8.305
Japan,JPN,1968,7.981
Japan,JPN,1969,7.184
Japan,JPN,1970,6.45
Japan,JPN,1971,6.763
Japan,JPN,1972,6.525
Japan,JPN,1973,4.613
Japan,JPN,1974,5.689
Japan,JPN,1975,6.014
Japan,JPN,1976,5.814
Japan,JPN,1977,5.051
Japan,JPN,1978,4.676
Japan,JPN,1979,5.196
Japan,JPN,1980,5.849
Japan,JPN,1981,5.889
Japan,JPN,1982,6.321
Japan,JPN,1983,6.499
Japan,JPN,1984,5.26
Japan,JPN,1985,5.965
Japan,JPN,1986,5.898
Japan,JPN,1987,5.473
Japan,JPN,1988,6.103
Japan,JPN,1989,6.04
Japan,JPN,1990,5.28
Japan,JPN,1991,5.563
Japan,JPN,1992,4.762
Japan,JPN,1993,5.322
Japan,JPN,1994,3.835
Japan,JPN,1995,4.408
Japan,JPN,1996,4.296
Japan,JPN,1997,4.697
Japan,JPN,1998,4.915
Japan,JPN,1999,4.607
Japan,JPN,2000,4.579
Japan,JPN,2001,4.471
Japan,JPN,2002,4.47
Japan,JPN,2003,5.069
Japan,JPN,2004,4.99
Japan,JPN,2005,4.454
Japan,JPN,2006,4.944
Japan,JPN,2007,4.412
Japan,JPN,2008,4.456
Japan,JPN,2009,4.632
Japan,JPN,2010,5.252
Japan,JPN,2011,5.278
Japan,JPN,2012,5.182
Japan,JPN,2013,5.627
Japan,JPN,2014,6.376
Japan,JPN,2015,7.395
Japan,JPN,2016,6.9
Japan,JPN,2017,7.675
Japan,JPN,2018,8.442
Japan,JPN,2019,9.313
Netherlands,NLD,1965,0.0
Netherlands,NLD,1966,0.0
Netherlands,NLD,1967,0.0
Netherlands,NLD,1968,0.0
Netherlands,NLD,1969,0.0
Netherlands,NLD,1970,0.0
Netherlands,NLD,1971,0.0
Netherlands,NLD,1972,0.0
Netherlands,NLD,1973,0.0
Netherlands,NLD,1974,0.0
Netherlands,NLD,1975,0.271
Netherlands,NLD,1976,0.27
Netherlands,NLD,1977,0.273
Netherlands,NLD,1978,0.374
Netherlands,NLD,1979,0.331
Netherlands,NLD,1980,0.326
Netherlands,NLD,1981,0.365
Netherlands,NLD,1982,0.096
Netherlands,NLD,1983,0.084
Netherlands,NLD,1984,0.006
Netherlands,NLD,1985,0.15
Netherlands,NLD,1986,0.179
Netherlands,NLD,1987,0.222
Netherlands,NLD,1988,0.268
Netherlands,NLD,1989,0.3
Netherlands,NLD,1990,0.247
Netherlands,NLD,1991,0.282
Netherlands,NLD,1992,0.302
Netherlands,NLD,1993,0.332
Netherlands,NLD,1994,0.379
Netherlands,NLD,1995,0.406
Netherlands,NLD,1996,0.502
Netherlands,NLD,1997,0.566
Netherlands,NLD,1998,0.649
Netherlands,NLD,1999,0.708
Netherlands,NLD,2000,0.827
Netherlands,NLD,2001,0.876
Netherlands,NLD,2002,1.045
Netherlands,NLD,2003,1.028
Netherlands,NLD,2004,1.326
Netherlands,NLD,2005,1.811
Netherlands,NLD,2006,2.029
Netherlands,NLD,2007,2.178
Netherlands,NLD,2008,2.603
Netherlands,NLD,2009,3.055
Netherlands,NLD,2010,2.811
Netherlands,NLD,2011,3.288
Netherlands,NLD,2012,3.444
Netherlands,NLD,2013,3.43
Netherlands,NLD,2014,3.546
Netherlands,NLD,2015,3.936
Netherlands,NLD,2016,4.034
Netherlands,NLD,2017,4.928
Netherlands,NLD,2018,5.535
Netherlands,NLD,2019,6.54
New Zealand,NZL,1965,37.885
New Zealand,NZL,1966,38.167
New Zealand,NZL,1967,38.447
New Zealand,NZL,1968,39.765
New Zealand,NZL,1969,38.756
New Zealand,NZL,1970,37.436
New Zealand,NZL,1971,40.197
New Zealand,NZL,1972,39.759
New Zealand,NZL,1973,37.761
New Zealand,NZL,1974,38.869
New Zealand,NZL,1975,41.724
New Zealand,NZL,1976,37.699
New Zealand,NZL,1977,35.118
New Zealand,NZL,1978,37.658
New Zealand,NZL,1979,42.961
New Zealand,NZL,1980,45.022
New Zealand,NZL,1981,45.595
New Zealand,NZL,1982,41.274
New Zealand,NZL,1983,42.629
New Zealand,NZL,1984,41.875
New Zealand,NZL,1985,39.889
New Zealand,NZL,1986,41.052
New Zealand,NZL,1987,39.964
New Zealand,NZL,1988,40.12
New Zealand,NZL,1989,44.713
New Zealand,NZL,1990,39.336
New Zealand,NZL,1991,38.357
New Zealand,NZL,1992,35.568
New Zealand,NZL,1993,38.156
New Zealand,NZL,1994,39.247
New Zealand,NZL,1995,39.963
New Zealand,NZL,1996,37.537
New Zealand,NZL,1997,33.805
New Zealand,NZL,1998,36.95
New Zealand,NZL,1999,33.811
New Zealand,NZL,2000,34.591
New Zealand,NZL,2001,31.031
New Zealand,NZL,2002,33.458
New Zealand,NZL,2003,32.637
New Zealand,NZL,2004,36.028
New Zealand,NZL,2005,33.092
New Zealand,NZL,2006,33.211
New Zealand,NZL,2007,33.737
New Zealand,NZL,2008,32.834
New Zealand,NZL,2009,36.182
New Zealand,NZL,2010,37.067
New Zealand,NZL,2011,37.784
New Zealand,NZL,2012,35.116
New Zealand,NZL,2013,35.134
New Zealand,NZL,2014,35.779
New Zealand,NZL,2015,36.209
New Zealand,NZL,2016,37.19
New Zealand,NZL,2017,35.542
New Zealand,NZL,2018,36.672
New Zealand,NZL,2019,35.4
Norway,NOR,1965,66.502
Norway,NOR,1966,63.971
Norway,NOR,1967,65.187
Norway,NOR,1968,65.743
Norway,NOR,1969,62.426
Norway,NOR,1970,60.02
Norway,NOR,1971,62.513
Norway,NOR,1972,62.848
Norway,NOR,1973,64.158
Norway,NOR,1974,66.946
Norway,NOR,1975,66.598
Norway,NOR,1976,65.944
Norway,NOR,1977,62.82
Norway,NOR,1978,62.729
Norway,NOR,1979,64.445
Norway,NOR,1980,63.822
Norway,NOR,1981,67.236
Norway,NOR,1982,67.812
Norway,NOR,1983,70.602
Norway,NOR,1984,69.836
Norway,NOR,1985,68.189
Norway,NOR,1986,65.58
Norway,NOR,1987,67.065
Norway,NOR,1988,68.65
Norway,NOR,1989,70.149
Norway,NOR,1990,71.18
Norway,NOR,1991,70.144
Norway,NOR,1992,70.581
Norway,NOR,1993,69.875
Norway,NOR,1994,67.675
Norway,NOR,1995,69.499
Norway,NOR,1996,64.591
Norway,NOR,1997,64.9
Norway,NOR,1998,65.822
Norway,NOR,1999,67.375
Norway,NOR,2000,71.128
Norway,NOR,2001,66.194
Norway,NOR,2002,67.96
Norway,NOR,2003,62.353
Norway,NOR,2004,62.782
Norway,NOR,2005,68.394
Norway,NOR,2006,65.359
Norway,NOR,2007,67.886
Norway,NOR,2008,68.561
Norway,NOR,2009,66.438
Norway,NOR,2010,63.742
Norway,NOR,2011,64.769
Norway,NOR,2012,68.452
Norway,NOR,2013,66.036
Norway,NOR,2014,67.58
Norway,NOR,2015,67.356
Norway,NOR,2016,68.478
Norway,NOR,2017,67.931
Norway,NOR,2018,67.264
Norway,NOR,2019,66.18
Spain,ESP,1965,16.379
Spain,ESP,1966,20.088
Spain,ESP,1967,15.445
Spain,ESP,1968,15.804
Spain,ESP,1969,17.539
Spain,ESP,1970,14.755
Spain,ESP,1971,15.36
Spain,ESP,1972,15.844
Spain,ESP,1973,11.77
Spain,ESP,1974,11.955
Spain,ESP,1975,9.939
Spain,ESP,1976,7.492
Spain,ESP,1977,13.719
Spain,ESP,1978,13.881
Spain,ESP,1979,14.827
Spain,ESP,1980,9.428
Spain,ESP,1981,6.984
Spain,ESP,1982,8.386
Spain,ESP,1983,8.434
Spain,ESP,1984,9.648
Spain,ESP,1985,9.686
Spain,ESP,1986,8.035
Spain,ESP,1987,8.013
Spain,ESP,1988,9.877
Spain,ESP,1989,5.22
Spain,ESP,1990,6.802
Spain,ESP,1991,7.043
Spain,ESP,1992,4.724
Spain,ESP,1993,6.252
Spain,ESP,1994,6.906
Spain,ESP,1995,5.592
Spain,ESP,1996,9.112
Spain,ESP,1997,7.738
Spain,ESP,1998,7.367
Spain,ESP,1999,5.291
Spain,ESP,2000,6.608
Spain,ESP,2001,8.649
Spain,ESP,2002,6.056
Spain,ESP,2003,9.166
Spain,ESP,2004,7.889
Spain,ESP,2005,6.464
Spain,ESP,2006,7.809
Spain,ESP,2007,8.481
Spain,ESP,2008,9.309
Spain,ESP,2009,11.893
Spain,ESP,2010,15.818
Spain,ESP,2011,14.607
Spain,ESP,2012,14.999
Spain,ESP,2013,18.791
Spain,ESP,2014,18.971
Spain,ESP,2015,16.493
Spain,ESP,2016,17.545
Spain,ESP,2017,14.757
Spain,ESP,2018,17.3
Spain,ESP,2019,16.968
Sweden,SWE,1965,33.526
Sweden,SWE,1966,30.753
Sweden,SWE,1967,32.567
Sweden,SWE,1968,30.112
Sweden,SWE,1969,25.774
Sweden,SWE,1970,24.134
Sweden,SWE,1971,29.824
Sweden,SWE,1972,29.958
Sweden,SWE,1973,31.659
Sweden,SWE,1974,32.731
Sweden,SWE,1975,31.062
Sweden,SWE,1976,27.78
Sweden,SWE,1977,27.477
Sweden,SWE,1978,25.426
Sweden,SWE,1979,25.514
Sweden,SWE,1980,26.332
Sweden,SWE,1981,27.064
Sweden,SWE,1982,26.296
Sweden,SWE,1983,30.76
Sweden,SWE,1984,31.219
Sweden,SWE,1985,29.972
Sweden,SWE,1986,24.933
Sweden,SWE,1987,29.972
Sweden,SWE,1988,29.892
Sweden,SWE,1989,31.448
Sweden,SWE,1990,31.128
Sweden,SWE,1991,28.695
Sweden,SWE,1992,33.475
Sweden,SWE,1993,34.056
Sweden,SWE,1994,27.11
Sweden,SWE,1995,30.861
Sweden,SWE,1996,24.219
Sweden,SWE,1997,31.332
Sweden,SWE,1998,31.273
Sweden,SWE,1999,30.931
Sweden,SWE,2000,37.238
Sweden,SWE,2001,34.536
Sweden,SWE,2002,31.248
Sweden,SWE,2003,26.686
Sweden,SWE,2004,28.857
Sweden,SWE,2005,33.319
Sweden,SWE,2006,30.893
Sweden,SWE,2007,33.067
Sweden,SWE,2008,35.349
Sweden,SWE,2009,37.396
Sweden,SWE,2010,36.628
Sweden,SWE,2011,38.149
Sweden,SWE,2012,41.573
Sweden,SWE,2013,37.21
Sweden,SWE,2014,38.918
Sweden,SWE,2015,44.85
Sweden,SWE,2016,40.276
Sweden,SWE,2017,41.486
Sweden,SWE,2018,40.322
Sweden,SWE,2019,42.237
Switzerland,CHE,1965,37.573
Switzerland,CHE,1966,39.985
Switzerland,CHE,1967,40.627
Switzerland,CHE,1968,38.187
Switzerland,CHE,1969,35.266
Switzerland,CHE,1970,33.248
Switzerland,CHE,1971,32.326
Switzerland,CHE,1972,27.31
Switzerland,CHE,1973,27.101
Switzerland,CHE,1974,29.753
Switzerland,CHE,1975,33.251
Switzerland,CHE,1976,27.828
Switzerland,CHE,1977,33.928
Switzerland,CHE,1978,31.208
Switzerland,CHE,1979,29.644
Switzerland,CHE,1980,31.099
Switzerland,CHE,1981,32.977
Switzerland,CHE,1982,34.445
Switzerland,CHE,1983,32.255
Switzerland,CHE,1984,28.36
Switzerland,CHE,1985,28.447
Switzerland,CHE,1986,27.878
Switzerland,CHE,1987,29.611
Switzerland,CHE,1988,30.336
Switzerland,CHE,1989,27.045
Switzerland,CHE,1990,25.867
Switzerland,CHE,1991,27.103
Switzerland,CHE,1992,27.229
Switzerland,CHE,1993,29.859
Switzerland,CHE,1994,31.069
Switzerland,CHE,1995,29.559
Switzerland,CHE,1996,25.072
Switzerland,CHE,1997,27.754
Switzerland,CHE,1998,27.162
Switzerland,CHE,1999,31.073
Switzerland,CHE,2000,29.419
Switzerland,CHE,2001,30.675
Switzerland,CHE,2002,27.961
Switzerland,CHE,2003,27.787
Switzerland,CHE,2004,27.245
Switzerland,CHE,2005,26.188
Switzerland,CHE,2006,24.897
Switzerland,CHE,2007,28.47
Switzerland,CHE,2008,28.006
Switzerland,CHE,2009,27.691
Switzerland,CHE,2010,28.61
Switzerland,CHE,2011,27.187
Switzerland,CHE,2012,30.508
Switzerland,CHE,2013,29.648
Switzerland,CHE,2014,30.909
Switzerland,CHE,2015,31.757
Switzerland,CHE,2016,30.863
Switzerland,CHE,2017,30.572
Switzerland,CHE,2018,30.526
Switzerland,CHE,2019,30.642
United Kingdom,GBR,1965,0.554
United Kingdom,GBR,1966,0.542
United Kingdom,GBR,1967,0.583
United Kingdom,GBR,1968,0.429
United Kingdom,GBR,1969,0.362
United Kingdom,GBR,1970,0.494
United Kingdom,GBR,1971,0.375
United Kingdom,GBR,1972,0.369
United Kingdom,GBR,1973,0.4
United Kingdom,GBR,1974,0.447
United Kingdom,GBR,1975,0.447
United Kingdom,GBR,1976,0.518
United Kingdom,GBR,1977,0.443
United Kingdom,GBR,1978,0.453
United Kingdom,GBR,1979,0.458
United Kingdom,GBR,1980,0.462
United Kingdom,GBR,1981,0.531
United Kingdom,GBR,1982,0.552
United Kingdom,GBR,1983,0.55
United Kingdom,GBR,1984,0.55
United Kingdom,GBR,1985,0.46
United Kingdom,GBR,1986,0.54
United Kingdom,GBR,1987,0.475
United Kingdom,GBR,1988,0.547
United Kingdom,GBR,1989,0.534
United Kingdom,GBR,1990,0.635
United Kingdom,GBR,1991,0.569
United Kingdom,GBR,1992,0.691
United Kingdom,GBR,1993,0.619
United Kingdom,GBR,1994,0.764
United Kingdom,GBR,1995,0.73
United Kingdom,GBR,1996,0.592
United Kingdom,GBR,1997,0.76
United Kingdom,GBR,1998,0.907
United Kingdom,GBR,1999,1.013
United Kingdom,GBR,2000,1.036
United Kingdom,GBR,2001,0.98
United Kingdom,GBR,2002,1.162
United Kingdom,GBR,2003,1.1
United Kingdom,GBR,2004,1.436
United Kingdom,GBR,2005,1.714
United Kingdom,GBR,2006,1.888
United Kingdom,GBR,2007,2.171
United Kingdom,GBR,2008,2.633
United Kingdom,GBR,2009,3.21
United Kingdom,GBR,2010,3.294
United Kingdom,GBR,2011,4.422
United Kingdom,GBR,2012,4.919
United Kingdom,GBR,2013,6.275
United Kingdom,GBR,2014,7.99
United Kingdom,GBR,2015,9.853
United Kingdom,GBR,2016,9.907
United Kingdom,GBR,2017,11.628
United Kingdom,GBR,2018,13.042
United Kingdom,GBR,2019,14.454
United States,USA,1965,4.049
United States,USA,1966,3.864
United States,USA,1967,4.21
United States,USA,1968,4.008
United States,USA,1969,4.251
United States,USA,1970,4.073
United States,USA,1971,4.273
United States,USA,1972,4.185
United States,USA,1973,4.031
United States,USA,1974,4.544
United States,USA,1975,4.633
United States,USA,1976,4.21
United States,USA,1977,3.275
United States,USA,1978,4.066
United States,USA,1979,4.027
United States,USA,1980,4.138
United States,USA,1981,4.059
United States,USA,1982,4.929
United States,USA,1983,5.335
United States,USA,1984,4.993
United States,USA,1985,4.459
United States,USA,1986,4.598
United States,USA,1987,3.95
United States,USA,1988,3.431
United States,USA,1989,4.034
United States,USA,1990,4.436
United States,USA,1991,4.435
United States,USA,1992,3.995
United States,USA,1993,4.289
United States,USA,1994,3.99
United States,USA,1995,4.472
United States,USA,1996,4.711
United States,USA,1997,4.805
United States,USA,1998,4.41
United States,USA,1999,4.304
United States,USA,2000,3.78
United States,USA,2001,3.203
United States,USA,2002,3.761
United States,USA,2003,3.921
United States,USA,2004,3.85
United States,USA,2005,3.962
United States,USA,2006,4.408
United States,USA,2007,4.128
United States,USA,2008,4.75
United States,USA,2009,5.515
United States,USA,2010,5.562
United States,USA,2011,6.559
United States,USA,2012,6.541
United States,USA,2013,6.746
United States,USA,2014,6.859
United States,USA,2015,7.047
United States,USA,2016,7.82
United States,USA,2017,8.568
United States,USA,2018,8.467
United States,USA,2019,8.712
